"Objektid","Versjonsid","Startdato","Sluttdato","Sist modifisert","Fylkesnavn","Kommunenavn","Fylke","Kommune","Vegkategori","Status","Vegnummer","Hovedparsell","Fra meter","Til meter","Strekningslengde","Alternativ uhellskode","Alvorligste skadegrad","Anmeldelsesnummer","Antall alvorlig skadet","Antall drepte i ulykken","Antall enheter","Antall kjørefelt","Antall lettere skadet","Antall meget alvorlig skadet","Bebyggelse","Behandlende politidistrikt","Beskrivelse","Dekketype","Fartsgrense","Felttype","Føreforhold","Geometri, punkt","Historisk hp","Historisk kilometerverdi","Historisk vegkategori","Historisk vegnummer","Historisk vegstatus","Kilde for ulykken","Kommunenr","Lysforhold","Meldingsdato","Midtdeler","Ok SSB","Oppgitt antall skadde","PunktTilknytning","Registrering status","Registreringsdato for fagdata","Stedfestingens nøyaktighet","Stedsbeskrivelse","Stedsforhold","Temperatur","Uhell kategori","Uhellskode","Ukedag","Ulykke registrert av","Ulykkesdato","Ulykkestidspunkt","Vegbredde","Vegnavn","Vegtype","Værforhold"
"374980820","1","2014-10-26","2019-09-01","2014-04-10 13:38:53","OSLO","OSLO","3","0","E","V","18","2","723","","0.0","","Uskadd","","0","0","2","3","0","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (262671.0 6648461.8)","2","723","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","2","","","2014-04-10","Nøyaktig","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Kjøring i parallelle kjørefelter forøvrig","Tirsdag","","2013-01-22","05:21","","","Motorveg","God sikt, opphold"
"561627840","1","2014-10-26","2019-09-01","2014-11-19 16:00:44","OSLO","OSLO","3","0","E","V","18","2","939","","0.0","","Lettere skadd","","0","0","4","3","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (262476.8 6648554.7)","2","939","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","2","","","2014-11-19","Nøyaktig","","Tunnel (primært for motorkjøretøy)","20","Bilulykke","Påkjøring bakfra","Tirsdag","","2014-08-19","07:41","12.0","Operatunnelen","Motortrafikkveg","God sikt, opphold"
